text,label
Mình vừa hoàn thành xong danh sách những việc cần làm cho ngày hôm nay.,0
Mình đang có hứng thú tìm hiểu về lịch sử.,0
Mùi thức ăn từ nhà bếp bay ra thơm quá.,0
Mình đã thôi không còn tìm kiếm ý nghĩa của mọi thứ nữa.,6
Cảm giác như mình đang mòn mỏi chờ đợi một điều không bao giờ đến.,6
Mình có cảm giác không tốt về chuyện này.,1
Mình thường nói dối rằng mình bận để từ chối các cuộc hẹn.,4
Mình đã nghĩ rằng mọi chuyện sẽ khác đi.,3
Món quà mình tặng dường như không được họ trân trọng.,3
"Mình không còn phân biệt được đâu là cảm giác thật, đâu là do mình tưởng tượng ra.",5
Mình không còn nhớ rõ được khuôn mặt của một vài người bạn cũ.,5
Mình thất vọng vì chính bản thân đã không cố gắng nhiều hơn nữa.,3
Mình đã bỏ lỡ cơ hội cuối cùng để có thể nói lời xin lỗi.,3
Mình không thể ngừng cười khi nghĩ về chuyện vui lúc nãy.,0
Mình bị mắc kẹt trong một quá khứ đầy đau khổ không thể thay đổi.,6
Buổi đi chơi hôm nay không được vui như mình đã mong đợi.,3
Tiếng nhạc quá lớn từ nhà hàng xóm làm mình bị đau đầu.,2
Mình sẽ đi thăm ông bà nội vào dịp cuối tuần này.,0
Cây mình trồng ngoài ban công cuối cùng cũng đã ra hoa rồi.,0
"Mình đã thôi không còn đặt câu hỏi ""tại sao"" cho tình trạng của mình.",6
Cảm giác như mình đang bị bỏ rơi bởi chính cuộc đời của mình.,4
Mình cảm thấy thật may mắn khi có những người bạn tốt như vậy.,0
Mình thích ngắm nhìn bầu trời vào lúc hoàng hôn.,0
Mình đang ở trong một trạng thái rất cân bằng về mặt cảm xúc.,0
Cuối tuần này mình sẽ đi ăn cưới một người bạn thân.,0
Hôm nay mình nhận được một tin tức rất vui.,0
"Lại một ngày nữa tắc đường, thật lãng phí thời gian.",2
Buổi gặp mặt lớp cũ không được vui và thân mật như mình đã tưởng tượng.,3
Tự nhiên hôm nay tâm trạng cảm thấy hơi trống trải.,4
Không có một ai ở đây để mình có thể dựa vào lúc này.,4
Mình cảm thấy áp lực nặng nề khi phải đưa ra một lựa chọn quan trọng.,1
Tại sao họ không thể xếp hàng một cách trật tự và văn minh hơn?,2
Thật tệ khi phải chứng kiến những người bạn thân dần dần xa cách mình.,4
Mình hy vọng mình đã đưa ra quyết định đúng đắn.,1
Hôm nay mình đã học được cách làm một món ăn mới.,0
Mình sợ rằng việc nói ra sự thật sẽ làm tổn thương người khác.,1
Mình không còn một chút niềm tin nào vào những lời động viên sáo rỗng nữa.,5
"Mình trả lời tin nhắn của mọi người sau nhiều ngày, hoặc không bao giờ.",4
Mình cảm thấy nản lòng khi kế hoạch của mình liên tục gặp trở ngại.,3
Mình không có chút động lực nào để bắt đầu cả.,5
Mình không còn chút năng lượng nào để quan tâm đến bất cứ điều gì nữa.,5
Một nụ cười từ người khác cũng có thể làm một ngày của mình tốt đẹp hơn.,0
Chỉ muốn trốn chạy khỏi chính những suy nghĩ của mình.,6
Thật vui khi được làm quen với những người bạn mới.,0
Mình cảm thấy khá ổn và không có gì phải phàn nàn.,0
Mình thấy áy náy khi người khác phải lo lắng cho mình.,5
Mình không còn đủ sức lực để có thể chiến đấu với cuộc sống này nữa.,6
Thật buồn khi phải bán đi một món đồ gắn liền với nhiều kỷ niệm.,3
Mình cảm thấy vui khi nhận được một nụ cười từ một đứa trẻ.,0
Mình thấy có lỗi vì không thể trở thành người bạn hay người con tốt hơn.,5
Tiếng chim hót líu lo mỗi sáng làm mình cảm thấy yêu đời hơn.,0
Cảm giác như mình đang sống trong một cơn ác mộng mà không thể tỉnh dậy.,5
Mình luôn cảm thấy mình kém cỏi hơn rất nhiều so với những người khác.,5
Mình đã phải làm đi làm lại cái việc vô nghĩa này 5 lần rồi.,2
Hy vọng trong mình đang mất dần đi.,6
"Mình đã hy vọng một lời xin lỗi, nhưng tất cả những gì mình nhận được chỉ là sự im lặng.",3
Trời đang nóng thế này mà cái điều hòa lại bị hỏng.,2
Mình không còn cầu nguyện hay hy vọng vào điều gì nữa.,6
Mình nghĩ rằng việc học không bao giờ là thừa cả.,0
Mình hy vọng sẽ có nhiều thời gian hơn cho gia đình trong năm tới.,0
Cảm giác như mình đang phải gồng gánh quá nhiều thứ cùng một lúc.,5
Mình cảm thấy như mình đang bị trừng phạt vì một tội lỗi nào đó không rõ.,5
Lỡ như mình quên mất một chi tiết quan trọng trong bài thuyết trình thì sao?,1
Thật đáng thất vọng khi đội bóng mà mình yêu thích lại thua cuộc.,3
"Thế giới bên ngoài ồn ào quá, mình không theo kịp.",5
Mình cảm thấy thật hân hoan và phấn chấn trong lòng.,0
Mình nhớ những ngày tháng còn có người thân yêu ở bên cạnh.,4
Cảm giác thật tệ khi thấy mình là người duy nhất không được mời.,4
Bộ phim này có một cái kết không thể nào chấp nhận được.,3
Mình đã phải chờ đợi quá lâu chỉ để được phục vụ.,2
Mình đang cảm thấy rất sáng tạo và có nhiều ý tưởng mới.,0
Nhìn thấy người khác cười nói vui vẻ đôi khi làm mình cảm thấy đau nhói.,4
Mình thích cảm giác được ngồi bên cửa sổ và ngắm nhìn đường phố.,0
"Mình chỉ muốn một sự tĩnh lặng tuyệt đối, cả bên trong lẫn bên ngoài.",4
Cảm giác như mình đang nói một ngôn ngữ mà không ai có thể hiểu được.,4
Mình cảm thấy biết ơn vì có một gia đình luôn ở bên cạnh ủng hộ.,0
Lời hứa đó hóa ra cũng chỉ là những lời nói suông mà thôi.,3
Mình né tránh cả những kỷ niệm vui vì chúng chỉ làm mình buồn hơn.,4
Mình thực sự khó chịu với cái kiểu nói chuyện trịch thượng của anh ta.,2
Mình sẽ thử vẽ một bức tranh phong cảnh bằng màu nước.,0
Mình cảm thấy không một ai có thể lấp đầy khoảng trống trong lòng này.,4
Mình không thể chịu được cái thái độ kẻ cả và xem thường người khác của anh ta.,2
Nhiều lúc chỉ muốn biến mất đi cho xong.,6
Mình không còn biết cách để có thể cảm nhận được niềm vui hay nỗi buồn nữa.,6
Nỗi trống rỗng này đang chiếm lấy toàn bộ con người của mình.,6
Mình cảm thấy hài lòng với những gì mình đã làm được trong tuần này.,0
Cảm giác thật tuyệt khi được tha thứ cho ai đó.,0
Mình thích nghe tiếng lá cây xào xạc trong gió khi ngồi ở công viên.,0
Chẳng còn một chút hy vọng nào cho một tương lai tươi sáng và tốt đẹp hơn.,6
Không biết quyết định này của mình có ảnh hưởng xấu đến ai khác không.,1
Mình cảm thấy gánh nặng của cả thế giới đang đè nặng trên vai.,5
Mình cảm thấy mình đang là gánh nặng cho mọi người xung quanh.,5
Mình không còn đủ sức để chiến đấu thêm bất kỳ một ngày nào nữa.,6
Mình không thể chịu đựng được sự chậm chạp và thiếu chuyên nghiệp này.,2
Mình không còn nhìn thấy một tương lai nào trong những giấc mơ của mình nữa.,6
Có lẽ mình không đủ thông minh để có thể giải quyết được vấn đề này.,5
Mình ước gì mình có thể quay lại thời điểm mà mọi thứ còn đơn giản.,4
Mình ghét phải đối mặt với những thủ tục hành chính rườm rà và phức tạp.,2
Nhìn những tấm ảnh cưới của bạn bè làm mình thấy nhớ người yêu cũ.,4
Mình cảm thấy lạc quan về những kế hoạch sắp tới.,0
Cảm giác trống vắng sau khi một bữa tiệc ồn ào kết thúc thật tệ.,4
Mình sẽ đi siêu thị để mua đồ ăn dự trữ cho cả tuần tới.,0
Chuyến đi này hoàn toàn không giống như những gì họ đã quảng cáo.,3
Mình cảm thấy thất vọng vì đã tin lầm một người bạn.,3
Mình cảm thấy như con người mình của ngày hôm qua là một người hoàn toàn xa lạ.,5
Tại sao lúc nào cũng là mình phải là người chịu thiệt thòi?,2
Mình sẽ dành thời gian để sắp xếp lại email của mình.,0
Mình không biết phải bám víu vào đâu nữa.,6
Cái máy bán vé tự động ở nhà ga lại không hoạt động nữa rồi.,2
Mình cần một sự thay đổi nhưng lại quá mệt mỏi để có thể thực hiện nó.,5
Hôm nay mình đã dành thời gian để chăm sóc bản thân.,0
Mình không còn nhận ra giọng nói của chính mình nữa.,5
Mình chán nản với việc phải luôn tỏ ra là mình ổn trước mặt mọi người.,5
Mình hài lòng vì đã hoàn thành công việc một cách tốt nhất có thể.,0
"Mình nhớ con người cũ của mình, người đã từng vui vẻ và yêu đời.",4
Không biết chuyến bay ngày mai có bị trễ giờ hay không.,1
Mình ghét phải chờ đợi người khác trả lời tin nhắn của mình quá lâu.,2
Bầu trời lúc xế chiều hôm nay trông thật yên bình.,0
Chẳng còn một tia hy vọng nào cho một ngày mai tươi sáng hơn.,6
Tại sao mạng internet cứ lúc quan trọng là lại chậm thế nhỉ?,2
Bài hát này vô tình gợi lại nhiều kỷ niệm buồn.,4
Mình cảm thấy như sự tiêu cực của mình đang làm ô nhiễm không khí xung quanh.,5
Lại phải điền một đống giấy tờ hành chính phức tạp.,2
Họ đã làm mất đi tài liệu quan trọng nhất của mình.,2
Mình sẽ đi ngủ với một tâm trạng thật thoải mái.,0
Mình cảm thấy thất vọng vì đã không thể giữ được lời hứa với chính mình.,3
Mình bực mình vì cứ phải đi tìm kiếm đồ đạc của mình khắp nơi.,2
Cảm giác như mình đang từ từ vỡ nát ra từ bên trong.,6
Mình đã phải đợi ở đây hơn một tiếng đồng hồ rồi đấy.,2
Thật tuyệt khi có thể mặc bộ đồ thoải mái và ở nhà cả ngày.,0
Mình thấy mình thật nhỏ bé và bất lực trước mọi thứ.,5
Cảm giác bất lực khi không thể làm gì để thay đổi tình hình hiện tại.,1
Mình chỉ muốn được biến mất mà không gây ra bất kỳ phiền phức nào.,6
Mình vừa pha một ly cà phê sữa đá cực kỳ ngon.,0
Không có một ai để mình có thể chia sẻ những thành công nhỏ nhoi trong ngày.,4
Mình cảm thấy nản chí khi không ai ủng hộ ý tưởng của mình.,3
"Mình không còn muốn chiến đấu nữa, mình chỉ muốn đầu hàng.",6
"Hôm nay là thứ mấy, mình cũng không còn chắc nữa.",5
Có lẽ mình đã lựa chọn sai con đường và không thể nào quay đầu lại được nữa.,5
Mình chỉ muốn tìm một góc khuất nào đó để có thể khóc một mình.,4
Cơn đau nhẹ ở ngực làm mình lo lắng suốt cả ngày hôm nay.,1
Mình không còn muốn ai phải cố gắng hiểu mình nữa.,4
Mình hơi buồn một chút vì không được mời đến bữa tiệc đó.,3
Cảm giác như mình đã hòa vào làm một với sự im lặng xung quanh.,4
Mình muốn thử thách bản thân với một điều gì đó khó khăn hơn.,0
Mình đang tận hưởng sự tự do của những ngày cuối tuần.,0
Mình cứ có cảm giác như mình đã bỏ quên một điều gì đó rất quan trọng.,1
Mình đã ngừng việc chủ động tìm kiếm sự giúp đỡ.,6
Đêm nay có lẽ lại là một đêm dài cô đơn nữa.,4
"Mỗi khi có một thông báo mới, tim mình lại đập thình thịch.",1
Bữa tiệc sinh nhật không được vui và ấm cúng như mình đã hình dung.,3
Mình vừa có một cuộc nói chuyện điện thoại rất lâu với mẹ.,0
Mình chỉ muốn co mình lại thành một quả bóng và lăn đi đâu đó thật xa.,4
Cảm giác như mình đang chìm dần xuống một nơi tăm tối vô định.,6
Mình ghét phải xử lý những công việc giấy tờ lặp đi lặp lại này.,2
Mình chỉ muốn mọi thứ dừng lại.,6
Mình cứ có cảm giác là mình đã quên làm một việc gì đó rất quan trọng.,1
Thật buồn khi phải từ bỏ một ước mơ mà mình đã theo đuổi bấy lâu.,3
Chơi một ván cờ cũng là một cách rất tốt để rèn luyện trí não.,0
Mình không còn biết cách để tin tưởng vào chính những quyết định của mình.,5
Cảm giác như mình đang bình tĩnh chờ đợi một cơn bão sắp ập đến.,1
Mình ghét phải tham gia những cuộc họp kéo dài mà không có mục đích rõ ràng.,2
Mình cảm thấy như mình đang bị mắc kẹt trong một công việc không có tương lai.,5
"Lại phải đi vòng vòng tìm chỗ đậu xe, thật mất thời gian.",2
"Mình muốn dọn dẹp, nhưng vì không thể làm nó hoàn hảo, nên mình quyết định không làm gì cả.",5
Mình không còn nhìn thấy bất kỳ lý do gì để tiếp tục cố gắng nữa.,6
Mình đang suy nghĩ về những mục tiêu cho tháng tới.,0
Không còn một lý do nào níu kéo mình ở lại thế giới này nữa.,6
Chẳng còn một chút hy vọng nào cho một tương lai tươi sáng hơn.,6
Mình có cảm giác như đứa trẻ vui vẻ bên trong mình đã chết từ lâu rồi.,6
Những gì cậu ấy làm hoàn toàn trái ngược với những gì cậu ấy đã hứa.,3
Đôi khi mình cảm thấy ghen tị với hạnh phúc của người khác.,4
Việc lặp đi lặp lại một công việc mỗi ngày thật là nhàm chán.,5
Bữa trưa hôm nay có món mình thích.,0
Tại sao mình lại không thể làm được những việc mà người khác cho là dễ dàng?,5
"Cuối cùng cũng đến cuối tuần, cảm giác thật nhẹ nhõm làm sao.",0
Mình đã chấp nhận một sự thật rằng cuộc đời mình sẽ không bao giờ tốt đẹp hơn.,6
Mình cảm thấy như mình không thuộc về bất cứ nơi đâu trên thế giới này.,4
Mình không còn biết cách để bắt chuyện với một người lạ.,1
Mình cảm thấy như mình đang mang một chiếc mặt nạ quá nặng so với mình.,5
Mình đã từ bỏ việc cố gắng đi tìm kiếm một lối thoát cho chính mình.,6
Mình thực sự không biết mình muốn gì trong cuộc sống này nữa.,6
Mình không biết phải làm gì nếu kế hoạch dự phòng cũng thất bại.,1
Mình có cảm giác như có ai đó đang đi theo sau mình.,1
Mình cảm thấy tràn đầy năng lượng vào sáng nay.,0
"Mình đã hy vọng vào một sự thay đổi tích cực, nhưng mọi thứ vẫn như cũ.",3
Cảm giác như cơ thể này không còn là của mình nữa.,5
Mình đang chọn một bộ phim hay để có thể xem vào tối nay.,0
Cảm giác thật tuyệt khi được học hỏi từ những người giỏi hơn mình.,0
Thật buồn khi phải chấp nhận một sự thật rằng mình đã thất bại.,3
Có một khoảng cách vô hình rất lớn giữa mình và tất cả mọi người.,4
Áp lực phải thành công khiến mình cảm thấy không thể thở nổi.,1
"Hôm nay là một ngày khá bình thường, không có gì đặc biệt xảy ra.",0
Mình chỉ muốn có một lý do thật chính đáng để được phép nghỉ ngơi.,5
Sao anh ta có thể hành động vô trách nhiệm đến thế được?,2
Mình không còn nhớ lần cuối cùng mình cảm thấy thực sự bình yên là khi nào.,4
Mình tự hỏi liệu có ai sẽ thực sự nhớ đến mình nếu mình biến mất không.,4
Liệu mình có đang làm phiền họ với những câu hỏi của mình không?,1
Cảm giác như có một lớp sương mù dày đặc ngăn cách mình với cảm xúc thật.,4
Chỉ muốn ngủ một giấc thật dài và không cần phải tỉnh lại nữa.,6
Mình không còn nhìn thấy bất kỳ lý do gì để có thể tiếp tục sống.,6
Mình vừa mua được một món đồ rất ưng ý với giá hời.,0
Mình luôn có cảm giác rằng mình không thực sự thuộc về nơi này.,5
Có lẽ mình đã đánh giá quá cao khả năng của bản thân mình rồi.,5
Hôm nay mình đã đi bộ được một quãng đường khá dài.,0
Căn phòng trông sáng sủa và thoáng đãng hơn sau khi mình mở rèm cửa.,0
Bây giờ ra đường mình chỉ nhìn thấy những vết nứt trên tường và những chiếc lá úa tàn.,4
Mình không còn muốn biết điều gì sẽ xảy ra tiếp theo trong cuộc đời mình.,6
Cảm giác thật tuyệt khi được thử một điều gì đó hoàn toàn mới mẻ.,0
Mình chỉ muốn đến một nơi không có ai biết mình là ai.,4
Mình sẽ dành cả ngày mai để chơi game.,0
Mình cảm thấy mình đang là một gánh nặng cho tất cả mọi người.,5
Mình đang tìm hiểu về nhiếp ảnh phim.,0
Mình đang rất mong chờ đến cuối tuần để được nghỉ ngơi.,0
"Mình muốn cố gắng tin vào một điều gì đó, nhưng không thể.",6
"Mình chỉ muốn tìm một lý do, dù là nhỏ nhất, để tin rằng mọi thứ sẽ ổn thôi.",6
Mình không còn nhìn thấy bất kỳ lý do gì để có thể tiếp tục tồn tại trên thế giới này.,6
Mình ghét cái cảm giác bị ai đó nhìn chằm chằm.,2
"Mình không còn chống cự nữa, mình chỉ đơn giản là tồn tại bên trong nó.",6
Mình cảm thấy lạc quan về những điều sẽ đến trong tuần tới.,0
Mình không thể hiểu nổi tại sao họ lại đưa ra một quyết định vô lý như vậy.,2
Thật buồn khi mọi chuyện phải kết thúc theo cách này.,3
Mình đang lên kế hoạch để có một buổi tối lãng mạn.,0
Mình cần mang đôi giày này đi sửa lại.,0
Tất cả mọi thứ xung quanh mình đều là một sự dối trá.,6
Đã lâu lắm rồi mình không nhận được một tin nhắn hỏi thăm chân thành.,4
Mình không còn một chút niềm tin nào vào những lời hứa hẹn của người khác nữa.,5
Chẳng còn điều gì trên đời này có thể khiến mình cảm thấy hứng thú.,6
Mình hài lòng vì đã hoàn thành tất cả công việc đúng hạn.,0
Mình nhớ tiếng cười nói rộn ràng trong ngôi nhà cũ.,4
Mình ước gì có ai đó nhắn tin hỏi thăm mình vào lúc này.,4
Mình cảm thấy như mình là người ngoài cuộc trong mọi câu chuyện của họ.,4
Mình đã chấp nhận một sự thật rằng cuộc đời mình sẽ không bao giờ có được hạnh phúc.,6
Mình chỉ muốn tất cả mọi thứ có thể kết thúc trong sự yên bình.,6
Mình chỉ muốn có người nói rằng mọi cảm xúc của mình đều là thật.,4
Mình thực sự chán nản với việc phải bắt đầu lại mọi thứ từ đầu.,5
Mình hay quên mất những việc vừa mới định làm cách đây vài phút.,5
Cố gắng đọc sách nhưng không một chữ nào vào đầu được.,5
Cái áo mình thích nhất lại bị phai màu sau khi giặt.,2
Mình cảm thấy như mình đang bị mắc kẹt trong một cuộc sống không có lối thoát.,5
Mình phải soạn một tin nhắn trong đầu rất lâu trước khi dám gửi đi.,1
Mình đang học cách sử dụng một phần mềm mới để công việc hiệu quả hơn.,0
Bên giao hàng đã giao nhầm địa chỉ của mình cho người khác.,2
Một cuộc trò chuyện sâu sắc với bạn thân làm mình thấy vui hơn.,0
Mình kiệt sức đến nỗi không còn muốn tranh luận đúng sai nữa.,5
Mọi con đường trước mắt dường như đều dẫn vào ngõ cụt.,6
Mình không còn một chút cảm hứng nào để có thể làm bất cứ một việc gì.,5
Mình ước mình có thể trốn vào một cuốn sách và không bao giờ phải quay lại.,6
Mình lo lắng rằng mình sẽ không thể nào hòa hợp được với những người bạn mới.,1
Mình không còn một chút niềm tin nào vào bản thân mình nữa.,5
Lỡ như mình làm hỏng mọi chuyện thì sao?,1
Mình sẽ dành thời gian để sắp xếp lại tủ quần áo.,0
Lại thêm một email công việc được gửi đến vào lúc nửa đêm.,2
Mình cần ghi lại một vài ý tưởng vừa nảy ra.,0
Tại sao mình lại ngốc nghếch đến mức tin vào những lời đó?,5
Mình muốn biết câu chuyện đằng sau bức tranh nổi tiếng này là gì.,0
Mình biết ơn vì hôm nay là một ngày có thời tiết thật đẹp.,0
Mình đang tận hưởng một buổi chiều yên bình.,0
Lẽ ra mình không nên đặt niềm tin nhiều đến thế.,3
Mình vừa nhận được một tấm thiệp cảm ơn rất dễ thương từ đồng nghiệp.,0
Lại một ngày nữa sắp trôi qua mà không có lấy một ai nói chuyện cùng.,4
Mình chỉ muốn tất cả mọi thứ có thể chấm dứt ngay lập tức.,6
Mình luôn cảm thấy mình là một người kém cỏi và vô dụng.,5
Liệu mọi chuyện có trở nên tồi tệ hơn không?,1
Trời hôm nay trong xanh và có nắng rất đẹp.,0
Mình không thể tìm thấy dù chỉ một lý do nhỏ nhoi nào để tiếp tục cố gắng.,6
"Đối với mình, mọi thứ đã kết thúc thật rồi, không còn gì để níu kéo.",6
Mình đã ngừng cố gắng để sửa chữa những gì đã hỏng bên trong mình.,5
Việc đi dạo buổi tối giúp mình ngủ ngon hơn.,0
Mình thực sự không còn một chút sức lực nào để tiếp tục chiến đấu nữa.,6
Mình đang nghĩ xem nên tặng quà gì cho em trai nhân dịp sinh nhật nó.,0
Không biết bài thi của mình sẽ được bao nhiêu điểm nữa.,1
Mình đang dọn dẹp lại nhà cửa cho gọn gàng và sạch sẽ hơn.,0
Hôm nay tâm trạng của mình tốt một cách diệu kỳ.,0
Mình đang lên kế hoạch để thăm lại trường cũ.,0
Lại phải điền thông tin cá nhân vào những giấy tờ phức tạp và rườm rà.,2
Mình chỉ muốn một sự im lặng không bao giờ bị phá vỡ.,4
Thật buồn khi phải tự mình đối mặt với những tin tức không vui.,4
Mình quá mệt mỏi với việc phải cố gắng giải thích cảm xúc của mình.,5
Mình cảm thấy hơi bất an khi ở một mình trong nhà vào buổi tối.,1
Mình đang tận hưởng một ly nước ép mát lạnh.,0
Mình vừa đăng ký một lớp học yoga ở gần nhà.,0
Mình đã ngừng việc lên kế hoạch cho tương lai xa.,6
"""Cố lên"" là câu nói mình sợ phải nghe nhất vào lúc này.",2
Cảm giác như mình là một bóng ma đi lang thang trong chính ngôi nhà của mình.,4
Lại một ngày lễ nữa sắp đến và mình vẫn phải trải qua nó trong cô đơn.,4
Tiếng còi xe inh ỏi ngoài đường làm mình không thể nào tập trung được.,2
Mình không biết phải làm gì nếu gặp phải tình huống xấu nhất có thể xảy ra.,1
Mình cảm thấy hơi lạc lõng khi ở giữa đám đông này.,4
Mình đang rất mong chờ bữa tiệc tối nay với các đồng nghiệp.,0
Mình đã ngừng cố gắng để làm cho bất cứ ai phải tự hào về mình.,5
Mình thực sự chán nản với sự thiếu quyết đoán của chính mình.,5
Mình đang tìm hiểu về các loại cây cảnh dễ trồng trong nhà.,0
Mình vừa tìm được một kênh Youtube dạy nấu ăn của Nhật rất hay.,0
Mình luôn cảm thấy mình là người kém cỏi nhất trong nhóm bạn của mình.,5
"Điện thoại reo nhưng mình mặc kệ, không muốn nghe máy.",4
Mình đã phải chờ cuộc gọi quan trọng này cả buổi chiều mà không thấy đâu.,2
Mọi thứ đã đi quá giới hạn chịu đựng của mình rồi.,6
Hôm nay mình sẽ thử tự tay giặt rèm cửa xem sao.,0
Mình sẽ dành thời gian cuối tuần để theo đuổi sở thích của mình.,0
"Mình đã tin rằng họ sẽ đứng ra ủng hộ mình, nhưng họ lại không làm vậy.",3
Mình cảm thấy như mình đã sống hết cả một cuộc đời rồi.,5
Hôm nay mình đã tự thưởng cho bản thân một que kem.,0
"Mình đã ngừng cố gắng để trở nên ""bình thường"" như người khác.",5
Tối nay mình sẽ nấu một món gì đó thật đặc biệt để ăn mừng cuối tuần.,0
Mình chỉ muốn chìm vào một giấc ngủ vĩnh hằng.,6
"Cả tuần nay mình chỉ ngủ được vài tiếng mỗi đêm, mệt quá.",5
Mình cảm thấy khó thở mỗi khi ở trong một đám đông.,1
Không biết mình có đủ tiền để trang trải cho tháng này không nữa.,1
Mình nhớ nhà và thèm một bữa cơm mẹ nấu.,4
Mình đã hy vọng vào một kết quả tốt hơn thế này rất nhiều.,3
Mình đang cảm thấy rất bình yên và tĩnh tại trong tâm hồn.,0
Nhìn mọi người đi chơi vui vẻ cùng nhau cũng thấy hơi chạnh lòng.,4
Mình chỉ muốn khóc một trận thật to cho vơi đi hết nỗi buồn này.,4
Mình cảm thấy nản lòng khi không được ai ghi nhận những công sức đã bỏ ra.,3
Mình phát ngán với việc phải nghe những lời phàn nàn của anh ta mỗi ngày.,2
Bên ngoài sân có tiếng trẻ con đang chơi đùa rất vui vẻ.,0
Mình không còn tìm kiếm một ai đó hay một điều gì đó để đổ lỗi.,5
Mình đang thử nghiệm một loại cà phê mới.,0
Mình sợ rằng mình sẽ không bao giờ có thể tìm được một công việc tốt hơn.,1
Chỉ muốn có một cách nào đó để xóa hết ký ức đi.,6
"Mọi thứ trong đầu mình hoặc là hoàn hảo, hoặc là một thảm họa.",1
Mọi từ ngữ mình dùng để miêu tả cảm giác này đều có vẻ sáo rỗng và không đúng.,5
Mình cứ tự hỏi liệu mình có thực sự phù hợp với công việc này không.,5
Mình cứ liên tục kiểm tra điện thoại xem có tin nhắn nào không.,1
"Nỗi đau này đã trở thành một phần của mình rồi, không thể gỡ bỏ được.",6
Nhìn mọi người xung quanh có đôi có cặp làm mình thấy cô đơn quá.,4
Mình cảm thấy kiệt quệ cả về thể chất lẫn tinh thần.,5
Mình cảm thấy có rất nhiều năng lượng để có thể làm việc hiệu quả.,0
Đôi khi mình chỉ muốn biến mất vào một góc nhỏ nào đó.,4
Cảm giác như mình đang thấp thỏm chờ đợi một điều gì đó tồi tệ sắp xảy ra.,1
Mình đang có một tâm trạng rất tốt và thoải mái.,0
"Đối với mình, mọi thứ đã thực sự đi vào ngõ cụt, không còn một lối thoát nào nữa.",6
Mình đã mất cả buổi sáng quý giá chỉ để giải quyết một vấn đề nhỏ nhặt.,2
Mấy đứa trẻ con trong xóm đang chơi đá bóng ngoài sân vui quá.,0
Mọi thứ dường như đang sụp đổ ngay trước mắt.,6
Mình nhớ những ngày tháng vô tư không phải lo lắng về tiền bạc.,4
"Cứ như mình đang ở sau một tấm màn, nhìn thế giới diễn ra.",4
Mình cảm thấy thật đủ đầy và trọn vẹn với những gì mình có.,0
Mình thèm một cái ôm thật chặt mà không cần phải nói bất cứ lời nào.,4
Nỗi đau này sẽ là người bạn đồng hành của mình cho đến cuối cuộc đời.,6
Có lẽ con người mình sẽ không bao giờ đủ tốt được.,5
Mình cảm thấy có rất nhiều động lực để bắt đầu một dự án mới.,0
"Mình ước mình có thể khóc thật to, nhưng có lẽ bên trong đã quá khô cạn.",4
Mình cảm thấy thật biết ơn vì những ngày cuối tuần thảnh thơi như thế này.,0
"Mình không còn gì để nói, và cũng không còn gì để có thể hy vọng vào ngày mai nữa.",6
Con mèo nhà đối diện trông thật đáng yêu.,0
Mọi thứ đang diễn ra khá suôn sẻ.,0
"Đầu óc mình đôi khi trống rỗng, không một ý tưởng, không một dòng suy nghĩ.",5
Hôm nay mình tan làm sớm hơn mọi ngày một chút.,0
Mình không còn biết cách để tỏ ra quan tâm đến câu chuyện của người khác.,4
"Ngày mai là Chủ nhật rồi, mình có thể ngủ nướng thêm một chút.",0
Mình chỉ muốn mọi người hãy cứ mặc kệ mình như mình không tồn tại.,4
Mình đã hoàn toàn từ bỏ việc cố gắng đi tìm kiếm một lối thoát cho chính mình.,6
Thật tuyệt khi được sống một cuộc sống có ý nghĩa.,0
Chỉ muốn cuộn tròn trong chăn và không phải đối mặt với ai.,4
Mình không dám xem lại những bức ảnh cũ của bản thân.,4
Mình chỉ là một ký ức đang dần phai mờ trong tâm trí của chính mình.,5
Cảm giác như mình đang sống trong một vòng lặp vô tận của sự thất vọng.,3
Mình đang lên kế hoạch cho một buổi tiệc nhỏ tại nhà.,0
Mình đang ngồi một mình và bất giác mỉm cười đây.,0
Mình có cảm giác như không có nơi nào thực sự thuộc về mình.,4
Mình cảm thấy trân trọng những khoảnh khắc bình yên như thế này.,0
Mình cảm thấy ghen tị với niềm vui của người khác.,4
Mình đang lên kế hoạch chi tiết cho một chuyến đi phượt sắp tới.,0
Cái phần mềm này cứ liên tục bị lỗi và không thể hoạt động ổn định.,2
Cảm giác trống rỗng cứ đeo bám mãi.,6
Cứ phải giải thích đi giải thích lại cùng một vấn đề thật mệt mỏi.,2
Mình đã ngừng cố gắng để tỏ ra là một người thú vị trong mắt người khác.,5
"Mình đã nghĩ rằng họ sẽ hiểu cho hoàn cảnh của mình, nhưng không.",3
Mình có cảm giác như đang lãng phí cuộc đời mình.,6
Mọi nỗ lực của mình dường như đều trở nên vô nghĩa.,6
Mình có nên gọi điện lại để xác nhận một lần nữa không nhỉ?,1
Mình không biết phải đối mặt với họ như thế nào sau chuyện đã xảy ra.,1
Mình ghét phải đối mặt với những quy định vô lý và cứng nhắc.,2
Mình không muốn ăn nhưng dạ dày lại cứ cồn cào khó chịu.,5
"Mình không còn dám nhìn vào tương lai, dù chỉ là ngày mai thôi.",6
"Mình vừa muốn được ở một mình, nhưng lại vừa sợ cảm giác cô độc.",4
Mình chán nản với việc phải luôn tỏ ra mạnh mẽ và ổn thỏa mọi lúc.,5
